Region,Technology,Data Type,Year,Electricity statistics
Eurasia,Nuclear,Electricity Installed Capacity (MW),2007,24149.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2008,23711.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2009,24707.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2010,24707.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2011,24707.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2012,25711.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2013,25711.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2014,25711.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2015,20711.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2016,27596.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2017,28359.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2018,29547.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2019,30746.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2020,29816.5
Eurasia,Nuclear,Electricity Installed Capacity (MW),2021,29991.19
Eurasia,Nuclear,Electricity Installed Capacity (MW),2022,29991.19
Eurasia,Nuclear,Electricity Installed Capacity (MW),2023,29991.2
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2000,8440
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2001,9043
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2002,8861
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2003,8495
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2004,8825
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2005,8847
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2006,11812
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2007,9616
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2008,9368
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2009,9585
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2010,10107
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2011,9988
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2012,7147
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2013,7667
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2014,8074
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2015,8308
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2016,9686
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2017,9879.4
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2018,10264.51
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2019,12798.97
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2020,12775.35
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2021,12809.81
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2022,1379.46
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2023,-
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2000,19
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2001,19
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2002,19
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2003,19
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2004,19
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2005,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2006,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2007,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2008,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2009,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2010,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2011,27
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2012,28
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2013,64
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2014,78
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2015,99
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2016,139
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2017,170.03
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2018,231.4
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2019,387
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2020,405.3
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2021,405.3
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2022,405.3
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2023,405.3
Europe,Total renewable,Electricity Generation (GWh),2000,637018.69
Europe,Total renewable,Electricity Generation (GWh),2001,648774.8
Europe,Total renewable,Electricity Generation (GWh),2002,605086.74
Europe,Total renewable,Electricity Generation (GWh),2003,587812.53
Europe,Total renewable,Electricity Generation (GWh),2004,643283.78
Europe,Total renewable,Electricity Generation (GWh),2005,677137.57
Europe,Total renewable,Electricity Generation (GWh),2006,686367.45
Europe,Total renewable,Electricity Generation (GWh),2007,728913.76
Europe,Total renewable,Electricity Generation (GWh),2008,790028.35
Europe,Total renewable,Electricity Generation (GWh),2009,814649.89
Europe,Total renewable,Electricity Generation (GWh),2010,897898.64
Europe,Total renewable,Electricity Generation (GWh),2011,885325.23
Europe,Total renewable,Electricity Generation (GWh),2012,1004203.02
Europe,Total renewable,Electricity Generation (GWh),2013,1094370.37
Europe,Total renewable,Electricity Generation (GWh),2014,1135677.67
Europe,Total renewable,Electricity Generation (GWh),2015,1173945.02
Europe,Total renewable,Electricity Generation (GWh),2016,1195661.5
Europe,Total renewable,Electricity Generation (GWh),2017,1210688.39
Europe,Total renewable,Electricity Generation (GWh),2018,1297811.25
Europe,Total renewable,Electricity Generation (GWh),2019,1330913.77
Europe,Total renewable,Electricity Generation (GWh),2020,1451254.78
Europe,Total renewable,Electricity Generation (GWh),2021,1470362.29
Europe,Total renewable,Electricity Generation (GWh),2022,1461748.59
Europe,Total renewable,Electricity Generation (GWh),2023,-
Europe,Total renewable,Electricity Installed Capacity (MW),2000,190725.41
Europe,Total renewable,Electricity Installed Capacity (MW),2001,196371.4
Europe,Total renewable,Electricity Installed Capacity (MW),2002,203556.27
Europe,Total renewable,Electricity Installed Capacity (MW),2003,211193.49
Europe,Total renewable,Electricity Installed Capacity (MW),2004,221039.33
Europe,Total renewable,Electricity Installed Capacity (MW),2005,233722.69
Europe,Total renewable,Electricity Installed Capacity (MW),2006,244588.64
Europe,Total renewable,Electricity Installed Capacity (MW),2007,256828.02
Europe,Total renewable,Electricity Installed Capacity (MW),2008,272944.6
Europe,Total renewable,Electricity Installed Capacity (MW),2009,295432.46
Europe,Total renewable,Electricity Installed Capacity (MW),2010,321940.94
Europe,Total renewable,Electricity Installed Capacity (MW),2011,360965.95
Europe,Total renewable,Electricity Installed Capacity (MW),2012,395171.05
Europe,Total renewable,Electricity Installed Capacity (MW),2013,419068.73
Europe,Total renewable,Electricity Installed Capacity (MW),2014,439950.79
Europe,Total renewable,Electricity Installed Capacity (MW),2015,465127.91
Europe,Total renewable,Electricity Installed Capacity (MW),2016,488676.68
Europe,Total renewable,Electricity Installed Capacity (MW),2017,513004.01
Europe,Total renewable,Electricity Installed Capacity (MW),2018,537513.68
Europe,Total renewable,Electricity Installed Capacity (MW),2019,574844.33
Europe,Total renewable,Electricity Installed Capacity (MW),2020,609133.66
Europe,Total renewable,Electricity Installed Capacity (MW),2021,651442.58
Europe,Total renewable,Electricity Installed Capacity (MW),2022,715648.54
Europe,Total renewable,Electricity Installed Capacity (MW),2023,785821.28
Europe,Solar energy,Electricity Generation (GWh),2000,130.52
Europe,Solar energy,Electricity Generation (GWh),2001,201.08
Europe,Solar energy,Electricity Generation (GWh),2002,289.95
Europe,Solar energy,Electricity Generation (GWh),2003,443.05
Europe,Solar energy,Electricity Generation (GWh),2004,719.65
Europe,Solar energy,Electricity Generation (GWh),2005,1495.39
Europe,Solar energy,Electricity Generation (GWh),2006,2533.35
Europe,Solar energy,Electricity Generation (GWh),2007,3826.41
Europe,Solar energy,Electricity Generation (GWh),2008,7502.54
Europe,Solar energy,Electricity Generation (GWh),2009,14190.8
Europe,Solar energy,Electricity Generation (GWh),2010,23381.01
Europe,Solar energy,Electricity Generation (GWh),2011,47755.53
Europe,Solar energy,Electricity Generation (GWh),2012,72160.22
Europe,Solar energy,Electricity Generation (GWh),2013,87259.89
Europe,Solar energy,Electricity Generation (GWh),2014,100005.83
Europe,Solar energy,Electricity Generation (GWh),2015,110519.8
Europe,Solar energy,Electricity Generation (GWh),2016,113840.29
Europe,Solar energy,Electricity Generation (GWh),2017,122473.31
Europe,Solar energy,Electricity Generation (GWh),2018,129519.12
Europe,Solar energy,Electricity Generation (GWh),2019,142385.7
Europe,Solar energy,Electricity Generation (GWh),2020,167469.65
Europe,Solar energy,Electricity Generation (GWh),2021,186859.78
Europe,Solar energy,Electricity Generation (GWh),2022,235612.88
Europe,Solar energy,Electricity Generation (GWh),2023,-
Europe,Solar energy,Electricity Installed Capacity (MW),2000,199.1
Europe,Solar energy,Electricity Installed Capacity (MW),2001,299.36
Europe,Solar energy,Electricity Installed Capacity (MW),2002,384.99
Europe,Solar energy,Electricity Installed Capacity (MW),2003,623.77
Europe,Solar energy,Electricity Installed Capacity (MW),2004,1335.36
Europe,Solar energy,Electricity Installed Capacity (MW),2005,2315.51
Europe,Solar energy,Electricity Installed Capacity (MW),2006,3277.64
Europe,Solar energy,Electricity Installed Capacity (MW),2007,5050.68
Europe,Solar energy,Electricity Installed Capacity (MW),2008,10518.81
Europe,Solar energy,Electricity Installed Capacity (MW),2009,17119.79
Europe,Solar energy,Electricity Installed Capacity (MW),2010,30857.84
Europe,Solar energy,Electricity Installed Capacity (MW),2011,54720.49
Europe,Solar energy,Electricity Installed Capacity (MW),2012,73631.75
Europe,Solar energy,Electricity Installed Capacity (MW),2013,84189.04
Europe,Solar energy,Electricity Installed Capacity (MW),2014,91095.55
Europe,Solar energy,Electricity Installed Capacity (MW),2015,99604.63
Europe,Solar energy,Electricity Installed Capacity (MW),2016,106174.58
Europe,Solar energy,Electricity Installed Capacity (MW),2017,112307.07
Europe,Solar energy,Electricity Installed Capacity (MW),2018,121571.83
Europe,Solar energy,Electricity Installed Capacity (MW),2019,142339.06
Europe,Solar energy,Electricity Installed Capacity (MW),2020,162795.3
Europe,Solar energy,Electricity Installed Capacity (MW),2021,190928.14
Europe,Solar energy,Electricity Installed Capacity (MW),2022,233906.28
Europe,Solar energy,Electricity Installed Capacity (MW),2023,288644.06
Europe,Wind energy,Electricity Generation (GWh),2000,22264.29
Europe,Wind energy,Electricity Generation (GWh),2001,26751.78
Europe,Wind energy,Electricity Generation (GWh),2002,36422.36
Europe,Wind energy,Electricity Generation (GWh),2003,44850.68
Europe,Wind energy,Electricity Generation (GWh),2004,59759.36
Europe,Wind energy,Electricity Generation (GWh),2005,71551.58
Europe,Wind energy,Electricity Generation (GWh),2006,83635.1
Europe,Wind energy,Electricity Generation (GWh),2007,106151.62
Europe,Wind energy,Electricity Generation (GWh),2008,121619.25
Europe,Wind energy,Electricity Generation (GWh),2009,135195.17
Europe,Wind energy,Electricity Generation (GWh),2010,151106.8
Europe,Wind energy,Electricity Generation (GWh),2011,182761.36
Europe,Wind energy,Electricity Generation (GWh),2012,209258.16
Europe,Wind energy,Electricity Generation (GWh),2013,240526.46
Europe,Wind energy,Electricity Generation (GWh),2014,258132.62
Europe,Wind energy,Electricity Generation (GWh),2015,307629.27
Europe,Wind energy,Electricity Generation (GWh),2016,307642.68
Europe,Wind energy,Electricity Generation (GWh),2017,367188.74
Europe,Wind energy,Electricity Generation (GWh),2018,383634.51
Europe,Wind energy,Electricity Generation (GWh),2019,440781.59
Europe,Wind energy,Electricity Generation (GWh),2020,488988.83
Europe,Wind energy,Electricity Generation (GWh),2021,469133.85
Europe,Wind energy,Electricity Generation (GWh),2022,522443.19
Europe,Wind energy,Electricity Generation (GWh),2023,-
Europe,Wind energy,Electricity Installed Capacity (MW),2000,12753.92
Europe,Wind energy,Electricity Installed Capacity (MW),2001,17393.93
Europe,Wind energy,Electricity Installed Capacity (MW),2002,23289.11
Europe,Wind energy,Electricity Installed Capacity (MW),2003,28152.95
Europe,Wind energy,Electricity Installed Capacity (MW),2004,34320.37
Europe,Wind energy,Electricity Installed Capacity (MW),2005,40684.29
Europe,Wind energy,Electricity Installed Capacity (MW),2006,47918.9
Europe,Wind energy,Electricity Installed Capacity (MW),2007,56340.81
Europe,Wind energy,Electricity Installed Capacity (MW),2008,64055.29
Europe,Wind energy,Electricity Installed Capacity (MW),2009,75804.54
Europe,Wind energy,Electricity Installed Capacity (MW),2010,84920.02
Europe,Wind energy,Electricity Installed Capacity (MW),2011,94713.94
Europe,Wind energy,Electricity Installed Capacity (MW),2012,107192.45
Europe,Wind energy,Electricity Installed Capacity (MW),2013,118173.8
Europe,Wind energy,Electricity Installed Capacity (MW),2014,130198.17
Europe,Wind energy,Electricity Installed Capacity (MW),2015,143014.66
Europe,Wind energy,Electricity Installed Capacity (MW),2016,155727.19
Europe,Wind energy,Electricity Installed Capacity (MW),2017,170616.27
Europe,Wind energy,Electricity Installed Capacity (MW),2018,181787.4
Europe,Wind energy,Electricity Installed Capacity (MW),2019,196109.69
Europe,Wind energy,Electricity Installed Capacity (MW),2020,207896.3
Europe,Wind energy,Electricity Installed Capacity (MW),2021,221517.49
Europe,Wind energy,Electricity Installed Capacity (MW),2022,240277.86
Europe,Wind energy,Electricity Installed Capacity (MW),2023,255615.48
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000,572843.05
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2001,577714.28
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2002,518635.38
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2003,484574.61
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2004,513726.5
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2005,525076.31
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2006,510787.71
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2007,519425.49
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2008,550918.47
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2009,544934.84
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2010,586887.34
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2011,509219.66
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2012,561415.03
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2013,595251.42
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2014,596242.91
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2015,562626.6
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2016,578250.95
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2017,520357.95
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2018,578138.4
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2019,534132.18
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2020,575392.76
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2021,585685.23
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2022,486360.17
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2023,-
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000,168630.87
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2001,168605.88
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2002,169159.69
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2003,169914.69
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2004,171382.07
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2005,173400.45
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2006,173846.61
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2007,175527.2
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2008,176869.1
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2009,177820.58
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2010,179321.82
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2011,181109.32
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2012,182374.61
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2013,183396.37
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2014,183626.15
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2015,186049.03
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2016,189295.64
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2017,191107.65
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2018,192253.05
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2019,193182.38
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2020,194708.68
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2021,195522.55
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2022,197128.09
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2023,196857.44
Europe,Marine energy,Electricity Generation (GWh),2000,507.31
Europe,Marine energy,Electricity Generation (GWh),2001,484.93
Europe,Marine energy,Electricity Generation (GWh),2002,494.43
Europe,Marine energy,Electricity Generation (GWh),2003,490.37
Europe,Marine energy,Electricity Generation (GWh),2004,470.18
Europe,Marine energy,Electricity Generation (GWh),2005,480.9
Europe,Marine energy,Electricity Generation (GWh),2006,464.27
Europe,Marine energy,Electricity Generation (GWh),2007,465.29
Europe,Marine energy,Electricity Generation (GWh),2008,465.12
Europe,Marine energy,Electricity Generation (GWh),2009,449.2
Europe,Marine energy,Electricity Generation (GWh),2010,478.6
Europe,Marine energy,Electricity Generation (GWh),2011,479.73
Europe,Marine energy,Electricity Generation (GWh),2012,463.54
Europe,Marine energy,Electricity Generation (GWh),2013,419.18
Europe,Marine energy,Electricity Generation (GWh),2014,483.32
Europe,Marine energy,Electricity Generation (GWh),2015,491.18
Europe,Marine energy,Electricity Generation (GWh),2016,521.06
Europe,Marine energy,Electricity Generation (GWh),2017,546.31
Europe,Marine energy,Electricity Generation (GWh),2018,509.63
Europe,Marine energy,Electricity Generation (GWh),2019,513.26
Europe,Marine energy,Electricity Generation (GWh),2020,520.34
Europe,Marine energy,Electricity Generation (GWh),2021,508.59
Europe,Marine energy,Electricity Generation (GWh),2022,525.01
Europe,Marine energy,Electricity Generation (GWh),2023,-
Europe,Marine energy,Electricity Installed Capacity (MW),2000,214
Europe,Marine energy,Electricity Installed Capacity (MW),2001,216
Europe,Marine energy,Electricity Installed Capacity (MW),2002,219
Europe,Marine energy,Electricity Installed Capacity (MW),2003,220
Europe,Marine energy,Electricity Installed Capacity (MW),2004,219
Europe,Marine energy,Electricity Installed Capacity (MW),2005,217
Europe,Marine energy,Electricity Installed Capacity (MW),2006,216
Europe,Marine energy,Electricity Installed Capacity (MW),2007,216
Europe,Marine energy,Electricity Installed Capacity (MW),2008,219
Europe,Marine energy,Electricity Installed Capacity (MW),2009,218
Europe,Marine energy,Electricity Installed Capacity (MW),2010,221.65
Europe,Marine energy,Electricity Installed Capacity (MW),2011,220.68
Europe,Marine energy,Electricity Installed Capacity (MW),2012,227.27
Europe,Marine energy,Electricity Installed Capacity (MW),2013,227.68
Europe,Marine energy,Electricity Installed Capacity (MW),2014,231.02
Europe,Marine energy,Electricity Installed Capacity (MW),2015,231.56
Europe,Marine energy,Electricity Installed Capacity (MW),2016,242.15
Europe,Marine energy,Electricity Installed Capacity (MW),2017,245.1
Europe,Marine energy,Electricity Installed Capacity (MW),2018,246.13
Europe,Marine energy,Electricity Installed Capacity (MW),2019,243.61
Europe,Marine energy,Electricity Installed Capacity (MW),2020,241.51
Europe,Marine energy,Electricity Installed Capacity (MW),2021,240.94
Europe,Marine energy,Electricity Installed Capacity (MW),2022,241.82
Europe,Marine energy,Electricity Installed Capacity (MW),2023,243.22
Europe,Bioenergy,Electricity Generation (GWh),2000,35165.52
Europe,Bioenergy,Electricity Generation (GWh),2001,37559.73
Europe,Bioenergy,Electricity Generation (GWh),2002,43050.65
Europe,Bioenergy,Electricity Generation (GWh),2003,50613.85
Europe,Bioenergy,Electricity Generation (GWh),2004,61601.15
Europe,Bioenergy,Electricity Generation (GWh),2005,71477.73
Europe,Bioenergy,Electricity Generation (GWh),2006,80700.1
Europe,Bioenergy,Electricity Generation (GWh),2007,89693.89
Europe,Bioenergy,Electricity Generation (GWh),2008,99753.73
Europe,Bioenergy,Electricity Generation (GWh),2009,109780.54
Europe,Bioenergy,Electricity Generation (GWh),2010,125977.16
Europe,Bioenergy,Electricity Generation (GWh),2011,134460.53
Europe,Bioenergy,Electricity Generation (GWh),2012,149876.2
Europe,Bioenergy,Electricity Generation (GWh),2013,159642.14
Europe,Bioenergy,Electricity Generation (GWh),2014,169271.23
Europe,Bioenergy,Electricity Generation (GWh),2015,181061.53
Europe,Bioenergy,Electricity Generation (GWh),2016,183606.35
Europe,Bioenergy,Electricity Generation (GWh),2017,188237.45
Europe,Bioenergy,Electricity Generation (GWh),2018,193344.78
Europe,Bioenergy,Electricity Generation (GWh),2019,200357.1
Europe,Bioenergy,Electricity Generation (GWh),2020,206205.33
Europe,Bioenergy,Electricity Generation (GWh),2021,215834.83
Europe,Bioenergy,Electricity Generation (GWh),2022,204463.46
Europe,Bioenergy,Electricity Generation (GWh),2023,-
Europe,Bioenergy,Electricity Installed Capacity (MW),2000,8151.53
Europe,Bioenergy,Electricity Installed Capacity (MW),2001,9067.23
Europe,Bioenergy,Electricity Installed Capacity (MW),2002,9619.47
Europe,Bioenergy,Electricity Installed Capacity (MW),2003,11357.08
Europe,Bioenergy,Electricity Installed Capacity (MW),2004,12922.33
Europe,Bioenergy,Electricity Installed Capacity (MW),2005,16187.33
Europe,Bioenergy,Electricity Installed Capacity (MW),2006,18210.37
Europe,Bioenergy,Electricity Installed Capacity (MW),2007,18508.42
Europe,Bioenergy,Electricity Installed Capacity (MW),2008,20007.48
Europe,Bioenergy,Electricity Installed Capacity (MW),2009,23167.64
Europe,Bioenergy,Electricity Installed Capacity (MW),2010,25283.7
Europe,Bioenergy,Electricity Installed Capacity (MW),2011,28761.71
Europe,Bioenergy,Electricity Installed Capacity (MW),2012,30296.56
Europe,Bioenergy,Electricity Installed Capacity (MW),2013,31620.93
Europe,Bioenergy,Electricity Installed Capacity (MW),2014,33296.93
Europe,Bioenergy,Electricity Installed Capacity (MW),2015,34725.3
Europe,Bioenergy,Electricity Installed Capacity (MW),2016,35730
Europe,Bioenergy,Electricity Installed Capacity (MW),2017,37169.57
Europe,Bioenergy,Electricity Installed Capacity (MW),2018,40038.31
Europe,Bioenergy,Electricity Installed Capacity (MW),2019,41347.62
Europe,Bioenergy,Electricity Installed Capacity (MW),2020,41864.71
Europe,Bioenergy,Electricity Installed Capacity (MW),2021,41600.9
Europe,Bioenergy,Electricity Installed Capacity (MW),2022,42457.94
Europe,Bioenergy,Electricity Installed Capacity (MW),2023,42824.53
Europe,Geothermal energy,Electricity Generation (GWh),2000,6108
Europe,Geothermal energy,Electricity Generation (GWh),2001,6063
Europe,Geothermal energy,Electricity Generation (GWh),2002,6193.97
Europe,Geothermal energy,Electricity Generation (GWh),2003,6839.97
Europe,Geothermal energy,Electricity Generation (GWh),2004,7006.95
Europe,Geothermal energy,Electricity Generation (GWh),2005,7055.67
Europe,Geothermal energy,Electricity Generation (GWh),2006,8246.92
Europe,Geothermal energy,Electricity Generation (GWh),2007,9351.08
Europe,Geothermal energy,Electricity Generation (GWh),2008,9769.23
Europe,Geothermal energy,Electricity Generation (GWh),2009,10099.36
Europe,Geothermal energy,Electricity Generation (GWh),2010,10067.73
Europe,Geothermal energy,Electricity Generation (GWh),2011,10648.43
Europe,Geothermal energy,Electricity Generation (GWh),2012,11029.88
Europe,Geothermal energy,Electricity Generation (GWh),2013,11271.29
Europe,Geothermal energy,Electricity Generation (GWh),2014,11541.77
Europe,Geothermal energy,Electricity Generation (GWh),2015,11616.64
Europe,Geothermal energy,Electricity Generation (GWh),2016,11800.16
Europe,Geothermal energy,Electricity Generation (GWh),2017,11884.64
Europe,Geothermal energy,Electricity Generation (GWh),2018,12664.83
Europe,Geothermal energy,Electricity Generation (GWh),2019,12743.94
Europe,Geothermal energy,Electricity Generation (GWh),2020,12677.86
Europe,Geothermal energy,Electricity Generation (GWh),2021,12340.02
Europe,Geothermal energy,Electricity Generation (GWh),2022,12343.89
Europe,Geothermal energy,Electricity Generation (GWh),2023,-
Europe,Geothermal energy,Electricity Installed Capacity (MW),2000,776
Europe,Geothermal energy,Electricity Installed Capacity (MW),2001,789
Europe,Geothermal energy,Electricity Installed Capacity (MW),2002,884
Europe,Geothermal energy,Electricity Installed Capacity (MW),2003,925
Europe,Geothermal energy,Electricity Installed Capacity (MW),2004,860.2
Europe,Geothermal energy,Electricity Installed Capacity (MW),2005,918.12
Europe,Geothermal energy,Electricity Installed Capacity (MW),2006,1119.12
Europe,Geothermal energy,Electricity Installed Capacity (MW),2007,1184.92
Europe,Geothermal energy,Electricity Installed Capacity (MW),2008,1274.92
Europe,Geothermal energy,Electricity Installed Capacity (MW),2009,1301.92
Europe,Geothermal energy,Electricity Installed Capacity (MW),2010,1335.92
Europe,Geothermal energy,Electricity Installed Capacity (MW),2011,1439.82
Europe,Geothermal energy,Electricity Installed Capacity (MW),2012,1448.42
Europe,Geothermal energy,Electricity Installed Capacity (MW),2013,1460.92
Europe,Geothermal energy,Electricity Installed Capacity (MW),2014,1502.97
Europe,Geothermal energy,Electricity Installed Capacity (MW),2015,1502.72
Europe,Geothermal energy,Electricity Installed Capacity (MW),2016,1507.12
Europe,Geothermal energy,Electricity Installed Capacity (MW),2017,1558.36
Europe,Geothermal energy,Electricity Installed Capacity (MW),2018,1616.96
Europe,Geothermal energy,Electricity Installed Capacity (MW),2019,1621.96
Europe,Geothermal energy,Electricity Installed Capacity (MW),2020,1627.16
Europe,Geothermal energy,Electricity Installed Capacity (MW),2021,1632.55
Europe,Geothermal energy,Electricity Installed Capacity (MW),2022,1636.55
Europe,Geothermal energy,Electricity Installed Capacity (MW),2023,1636.55
Europe,Total non-renewable,Electricity Generation (GWh),2000,2887331.77
Europe,Total non-renewable,Electricity Generation (GWh),2001,2944415.58
Europe,Total non-renewable,Electricity Generation (GWh),2002,3019402.92
Europe,Total non-renewable,Electricity Generation (GWh),2003,3115017.24
Europe,Total non-renewable,Electricity Generation (GWh),2004,3129806.11
Europe,Total non-renewable,Electricity Generation (GWh),2005,3146328.53
Europe,Total non-renewable,Electricity Generation (GWh),2006,3181595.33
Europe,Total non-renewable,Electricity Generation (GWh),2007,3171850.26
Europe,Total non-renewable,Electricity Generation (GWh),2008,3129307.61
Europe,Total non-renewable,Electricity Generation (GWh),2009,2909874.05
Europe,Total non-renewable,Electricity Generation (GWh),2010,2986879.46
Europe,Total non-renewable,Electricity Generation (GWh),2011,2940510.53
Europe,Total non-renewable,Electricity Generation (GWh),2012,2840494.22
Europe,Total non-renewable,Electricity Generation (GWh),2013,2717087.93
Europe,Total non-renewable,Electricity Generation (GWh),2014,2587414.77
Europe,Total non-renewable,Electricity Generation (GWh),2015,2580392.15
Europe,Total non-renewable,Electricity Generation (GWh),2016,2583683.83
Europe,Total non-renewable,Electricity Generation (GWh),2017,2587014.52
